FREQ,REF_AREA,CES_BREAKDOWN,CES_CUSTOM,CES_VARIABLE,CES_ANSWER,CES_DENOM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,TIME_FORMAT,COLLECTION,DECIMALS,TITLE_COMPL,TITLE,UNIT,UNIT_MULT
M,AT,ALL,T,C1010,NB,WS,2022-08,96.5,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Net Balance (increased minus decreased responses) - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,UNCH,WS,2022-08,0.2,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Unchanged/ Broadly unchanged/ The same - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,INC,WS,2022-08,98.2,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,DEC,WS,2022-09,2.0,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,NB,WS,2022-09,95.5,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Net Balance (increased minus decreased responses) - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,UNCH,WS,2022-09,0.5,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Unchanged/ Broadly unchanged/ The same - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,INC,WS,2022-09,97.5,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,DEC,WS,2022-10,1.8,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,NB,WS,2022-10,95.8,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Net Balance (increased minus decreased responses) - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,UNCH,WS,2022-10,0.6,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Unchanged/ Broadly unchanged/ The same - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,INC,WS,2022-10,97.6,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,DEC,WS,2022-11,1.6,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,NB,WS,2022-11,96.3,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Net Balance (increased minus decreased responses) - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,UNCH,WS,2022-11,0.4,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Unchanged/ Broadly unchanged/ The same - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,INC,WS,2022-11,97.9,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,DEC,WS,2022-12,1.8,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,NB,WS,2022-12,95.3,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Net Balance (increased minus decreased responses) - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,UNCH,WS,2022-12,1.2,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Unchanged/ Broadly unchanged/ The same - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,INC,WS,2022-12,97.0,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,DEC,WS,2023-01,2.1,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,NB,WS,2023-01,94.3,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Net Balance (increased minus decreased responses) - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,UNCH,WS,2023-01,1.6,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Unchanged/ Broadly unchanged/ The same - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,INC,WS,2023-01,96.3,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,DEC,WS,2023-02,1.9,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,NB,WS,2023-02,94.6,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Net Balance (increased minus decreased responses) - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,UNCH,WS,2023-02,1.6,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Unchanged/ Broadly unchanged/ The same - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,INC,WS,2023-02,96.5,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,DEC,WS,2023-03,2.7,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,NB,WS,2023-03,93.3,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Net Balance (increased minus decreased responses) - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,UNCH,WS,2023-03,1.4,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Unchanged/ Broadly unchanged/ The same - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,INC,WS,2023-03,96.0,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,DEC,WS,2023-04,2.6,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
M,AT,ALL,T,C1010,NB,WS,2023-04,92.2,A,F,P1M,U,1,Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Net Balance (increased minus decreased responses) - Weighted share,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",PN,0
